workload,experiment,param,n,k,headroom,method,survival_rate,cv,max_over_mean,low_freq_share,time_ms
sparse_diverse,k_sweep,8,1024,8,1.20,PhaseRouterRsAdd,0.949219,0.971942,5.500000,0.136130,10.634526
sparse_diverse,k_sweep,8,1024,8,1.20,PhaseRouterRsAff,0.955811,0.979075,5.125000,0.132702,10.851244
sparse_diverse,k_sweep,8,1024,8,1.20,PhaseRouterRsHyb,0.954834,0.947634,5.250000,0.116728,9.327746
sparse_diverse,k_sweep,16,1024,16,1.20,hash,0.768494,0.242707,2.000000,0.109500,0.421298
sparse_diverse,k_sweep,16,1024,16,1.20,PhaseRouter,0.967957,0.944803,4.876488,0.127226,1.789835
sparse_diverse,k_sweep,16,1024,16,1.20,PhaseRouterRsAdd,0.966919,0.938069,4.687500,0.127152,9.693549
sparse_diverse,k_sweep,16,1024,16,1.20,PhaseRouterRsAff,0.969360,0.951190,5.250000,0.132853,9.948833
sparse_diverse,k_sweep,16,1024,16,1.20,PhaseRouterRsHyb,0.967834,0.943935,4.500000,0.130649,9.381416
sparse_diverse,scale,256,256,2,1.20,hash,0.777344,0.773082,4.000000,0.095349,0.017034
sparse_diverse,scale,256,256,2,1.20,PhaseRouter,0.927734,1.113658,6.500000,0.099806,0.194587
sparse_diverse,scale,256,256,2,1.20,PhaseRouterRsAdd,0.892578,1.172604,8.000000,0.085152,0.514047
sparse_diverse,scale,256,256,2,1.20,PhaseRouterRsAff,0.886719,1.180075,6.500000,0.109815,1.226993
sparse_diverse,scale,256,256,2,1.20,PhaseRouterRsHyb,0.900391,1.223947,8.000000,0.095192,0.468960
sparse_diverse,scale,512,512,2,1.20,hash,0.780273,0.732211,4.000000,0.118438,0.034782
sparse_diverse,scale,512,512,2,1.20,PhaseRouter,0.912109,1.155405,6.500000,0.134296,0.518774
sparse_diverse,scale,512,512,2,1.20,PhaseRouterRsAdd,0.907227,1.149473,7.000000,0.102207,1.727650
sparse_diverse,scale,512,512,2,1.20,PhaseRouterRsAff,0.916016,1.212725,7.000000,0.120191,2.395688
sparse_diverse,scale,512,512,2,1.20,PhaseRouterRsHyb,0.907227,1.194470,7.000000,0.089636,2.275991
sparse_diverse,scale,1024,1024,2,1.20,hash,0.786133,0.705378,4.000000,0.118575,0.081203
sparse_diverse,scale,1024,1024,2,1.20,PhaseRouter,0.908203,1.088604,6.500000,0.122782,1.671238
sparse_diverse,scale,1024,1024,2,1.20,PhaseRouterRsAdd,0.914062,1.201805,8.000000,0.129543,9.362686
sparse_diverse,scale,1024,1024,2,1.20,PhaseRouterRsAff,0.918457,1.102642,6.500000,0.138670,11.198236
sparse_diverse,scale,1024,1024,2,1.20,PhaseRouterRsHyb,0.914551,1.166132,8.000000,0.128360,9.396592
sparse_diverse,scale,2048,2048,2,1.20,hash,0.798828,0.687500,4.000000,0.107126,0.178015
sparse_diverse,scale,2048,2048,2,1.20,PhaseRouter,0.912109,1.161307,8.500000,0.131655,8.170717
sparse_diverse,scale,2048,2048,2,1.20,PhaseRouterRsAdd,0.910645,1.176034,10.000000,0.142639,100.702788
sparse_diverse,scale,2048,2048,2,1.20,PhaseRouterRsAff,0.912598,1.136658,8.000000,0.132760,65.568893
sparse_diverse,scale,2048,2048,2,1.20,PhaseRouterRsHyb,0.912109,1.141374,7.000000,0.136733,49.672110
sparse_diverse,scale,4096,4096,2,1.20,hash,0.788086,0.705811,4.000000,0.110925,0.243552
sparse_diverse,scale,4096,4096,2,1.20,PhaseRouter,0.914551,1.160044,8.500000,0.125299,34.460825
sparse_diverse,scale,4096,4096,2,1.20,PhaseRouterRsAdd,0.913452,1.155299,8.500000,0.123752,525.241670
sparse_diverse,scale,4096,4096,2,1.20,PhaseRouterRsAff,0.911255,1.152072,8.000000,0.136085,271.980405
sparse_diverse,scale,4096,4096,2,1.20,PhaseRouterRsHyb,0.909424,1.149102,8.500000,0.126681,262.348338
block_local,headroom,1.00,1024,2,1.00,hash,0.786133,0.705378,4.000000,0.118575,0.299146
block_local,headroom,1.00,1024,2,1.00,PhaseRouter,0.896484,1.095980,7.000000,0.126861,7.711518
block_local,headroom,1.00,1024,2,1.00,PhaseRouterRsAdd,0.881348,1.139019,6.500000,0.094306,41.234740
block_local,headroom,1.00,1024,2,1.00,PhaseRouterRsAff,0.884277,1.176138,7.000000,0.134156,61.219812
block_local,headroom,1.00,1024,2,1.00,PhaseRouterRsHyb,0.908203,1.125000,7.500000,0.135339,14.090239
block_local,headroom,1.05,1024,2,1.05,hash,0.786133,0.705378,4.000000,0.118575,0.081745
block_local,headroom,1.05,1024,2,1.05,PhaseRouter,0.896484,1.095980,7.000000,0.126861,5.663734
block_local,headroom,1.05,1024,2,1.05,PhaseRouterRsAdd,0.881348,1.139019,6.500000,0.094306,13.680737
block_local,headroom,1.05,1024,2,1.05,PhaseRouterRsAff,0.884277,1.176138,7.000000,0.134156,16.591244
block_local,headroom,1.05,1024,2,1.05,PhaseRouterRsHyb,0.908203,1.125000,7.500000,0.135339,13.370923
block_local,headroom,1.10,1024,2,1.10,hash,0.786133,0.705378,4.000000,0.118575,0.082277
block_local,headroom,1.10,1024,2,1.10,PhaseRouter,0.902344,1.095980,7.000000,0.126861,2.319106
block_local,headroom,1.10,1024,2,1.10,PhaseRouterRsAdd,0.890137,1.139019,6.500000,0.094306,10.407860
block_local,headroom,1.10,1024,2,1.10,PhaseRouterRsAff,0.896484,1.176138,7.000000,0.134156,12.916228
block_local,headroom,1.10,1024,2,1.10,PhaseRouterRsHyb,0.916504,1.125000,7.500000,0.135339,13.835926
block_local,headroom,1.15,1024,2,1.15,hash,0.786133,0.705378,4.000000,0.118575,0.064387
block_local,headroom,1.15,1024,2,1.15,PhaseRouter,0.902344,1.095980,7.000000,0.126861,2.405269
block_local,headroom,1.15,1024,2,1.15,PhaseRouterRsAdd,0.890137,1.139019,6.500000,0.094306,11.249563
block_local,headroom,1.15,1024,2,1.15,PhaseRouterRsAff,0.896484,1.176138,7.000000,0.134156,12.712021
block_local,headroom,1.15,1024,2,1.15,PhaseRouterRsHyb,0.916504,1.125000,7.500000,0.135339,10.203995
block_local,headroom,1.20,1024,2,1.20,hash,0.786133,0.705378,4.000000,0.118575,0.091257
block_local,headroom,1.20,1024,2,1.20,PhaseRouter,0.905762,1.095980,7.000000,0.126861,2.579554
block_local,headroom,1.20,1024,2,1.20,PhaseRouterRsAdd,0.896484,1.139019,6.500000,0.094306,10.390660
block_local,headroom,1.20,1024,2,1.20,PhaseRouterRsAff,0.904297,1.176138,7.000000,0.134156,11.144840
block_local,headroom,1.20,1024,2,1.20,PhaseRouterRsHyb,0.921875,1.125000,7.500000,0.135339,12.532312
block_local,headroom,1.30,1024,2,1.30,hash,0.786133,0.705378,4.000000,0.118575,0.078415
block_local,headroom,1.30,1024,2,1.30,PhaseRouter,0.905762,1.095980,7.000000,0.126861,1.929716
block_local,headroom,1.30,1024,2,1.30,PhaseRouterRsAdd,0.896484,1.139019,6.500000,0.094306,11.401797
block_local,headroom,1.30,1024,2,1.30,PhaseRouterRsAff,0.904297,1.176138,7.000000,0.134156,13.205709
block_local,headroom,1.30,1024,2,1.30,PhaseRouterRsHyb,0.921875,1.125000,7.500000,0.135339,12.279732
block_local,headroom,1.50,1024,2,1.50,hash,0.799316,0.705378,4.000000,0.118575,0.067319
block_local,headroom,1.50,1024,2,1.50,PhaseRouter,0.928223,1.095980,7.000000,0.126861,1.864006
block_local,headroom,1.50,1024,2,1.50,PhaseRouterRsAdd,0.925293,1.139019,6.500000,0.094306,11.453388
block_local,headroom,1.50,1024,2,1.50,PhaseRouterRsAff,0.930176,1.176138,7.000000,0.134156,11.699440
block_local,headroom,1.50,1024,2,1.50,PhaseRouterRsHyb,0.941406,1.125000,7.500000,0.135339,11.254327
block_local,headroom,2.00,1024,2,2.00,hash,0.919922,0.705378,4.000000,0.118575,0.064555
block_local,headroom,2.00,1024,2,2.00,PhaseRouter,0.977051,1.095980,7.000000,0.126861,2.214912
block_local,headroom,2.00,1024,2,2.00,PhaseRouterRsAdd,0.983398,1.139019,6.500000,0.094306,11.872275
block_local,headroom,2.00,1024,2,2.00,PhaseRouterRsAff,0.977539,1.176138,7.000000,0.134156,11.742220
block_local,headroom,2.00,1024,2,2.00,PhaseRouterRsHyb,0.988770,1.125000,7.500000,0.135339,10.202969
block_local,k_sweep,1,1024,1,1.20,hash,0.728516,1.003899,5.000000,0.120278,0.055440
block_local,k_sweep,1,1024,1,1.20,PhaseRouter,0.854492,1.334635,9.000000,0.140818,2.090596
block_local,k_sweep,1,1024,1,1.20,PhaseRouterRsAdd,0.854492,1.347016,12.000000,0.101088,11.560272
block_local,k_sweep,1,1024,1,1.20,PhaseRouterRsAff,0.851562,1.375710,12.000000,0.123154,11.185049
block_local,k_sweep,1,1024,1,1.20,PhaseRouterRsHyb,0.856445,1.346291,12.000000,0.129301,11.259355
block_local,k_sweep,2,1024,2,1.20,hash,0.786133,0.705378,4.000000,0.118575,0.082635
block_local,k_sweep,2,1024,2,1.20,PhaseRouter,0.905762,1.095980,7.000000,0.126861,1.939120
block_local,k_sweep,2,1024,2,1.20,PhaseRouterRsAdd,0.896484,1.139019,6.500000,0.094306,13.980648
block_local,k_sweep,2,1024,2,1.20,PhaseRouterRsAff,0.904297,1.176138,7.000000,0.134156,12.419667
block_local,k_sweep,2,1024,2,1.20,PhaseRouterRsHyb,0.921875,1.125000,7.500000,0.135339,10.386996
block_local,k_sweep,4,1024,4,1.20,hash,0.752197,0.489265,2.750000,0.112944,0.138795
block_local,k_sweep,4,1024,4,1.20,PhaseRouter,0.923096,1.032788,6.000000,0.131071,2.090984
block_local,k_sweep,4,1024,4,1.20,PhaseRouterRsAdd,0.923096,1.044365,6.000000,0.116080,10.497734
block_local,k_sweep,4,1024,4,1.20,PhaseRouterRsAff,0.925781,1.038034,6.250000,0.129121,11.099241
block_local,k_sweep,4,1024,4,1.20,PhaseRouterRsHyb,0.921143,1.021736,6.000000,0.134023,10.837729
block_local,k_sweep,8,1024,8,1.20,hash,0.782227,0.351562,2.250000,0.120507,0.226788
block_local,k_sweep,8,1024,8,1.20,PhaseRouter,0.953247,0.970968,5.375000,0.136289,1.917693
block_local,k_sweep,8,1024,8,1.20,PhaseRouterRsAdd,0.955933,1.000595,5.625000,0.120523,11.302062
block_local,k_sweep,8,1024,8,1.20,PhaseRouterRsAff,0.952393,0.950110,5.500000,0.134281,11.197968
block_local,k_sweep,8,1024,8,1.20,PhaseRouterRsHyb,0.955688,0.974357,5.250000,0.135332,12.369889
block_local,k_sweep,16,1024,16,1.20,hash,0.768494,0.242707,2.000000,0.109500,0.420902
block_local,k_sweep,16,1024,16,1.20,PhaseRouter,0.966614,0.961410,4.812500,0.132537,2.107208
block_local,k_sweep,16,1024,16,1.20,PhaseRouterRsAdd,0.964905,0.939784,5.062500,0.131401,11.580053
block_local,k_sweep,16,1024,16,1.20,PhaseRouterRsAff,0.960083,0.906359,4.625000,0.131789,12.797834
block_local,k_sweep,16,1024,16,1.20,PhaseRouterRsHyb,0.965027,0.927444,4.812500,0.127337,10.293984
block_local,scale,256,256,2,1.20,hash,0.777344,0.773082,4.000000,0.095349,0.019683
block_local,scale,256,256,2,1.20,PhaseRouter,0.923828,1.202212,8.500000,0.101974,0.305708
block_local,scale,256,256,2,1.20,PhaseRouterRsAdd,0.916016,1.131060,6.500000,0.140238,0.776516
block_local,scale,256,256,2,1.20,PhaseRouterRsAff,0.890625,1.111903,8.000000,0.082719,0.553776
block_local,scale,256,256,2,1.20,PhaseRouterRsHyb,0.898438,1.134508,6.500000,0.056306,0.834229
block_local,scale,512,512,2,1.20,hash,0.780273,0.732211,4.000000,0.118438,0.032309
block_local,scale,512,512,2,1.20,PhaseRouter,0.907227,1.134939,7.000000,0.099189,0.641536
block_local,scale,512,512,2,1.20,PhaseRouterRsAdd,0.886719,1.122828,6.000000,0.097755,2.555895
block_local,scale,512,512,2,1.20,PhaseRouterRsAff,0.901367,1.179662,7.000000,0.098846,2.444056
block_local,scale,512,512,2,1.20,PhaseRouterRsHyb,0.903320,1.193652,9.500000,0.109145,3.498715
block_local,scale,1024,1024,2,1.20,hash,0.786133,0.705378,4.000000,0.118575,0.060051
block_local,scale,1024,1024,2,1.20,PhaseRouter,0.905762,1.095980,7.000000,0.126861,1.987985
block_local,scale,1024,1024,2,1.20,PhaseRouterRsAdd,0.896484,1.139019,6.500000,0.094306,11.775509
block_local,scale,1024,1024,2,1.20,PhaseRouterRsAff,0.904297,1.176138,7.000000,0.134156,15.609533
block_local,scale,1024,1024,2,1.20,PhaseRouterRsHyb,0.921875,1.125000,7.500000,0.135339,10.548042
block_local,scale,2048,2048,2,1.20,hash,0.798828,0.687500,4.000000,0.107126,0.169714
block_local,scale,2048,2048,2,1.20,PhaseRouter,0.909180,1.180282,8.500000,0.139947,12.876293
block_local,scale,2048,2048,2,1.20,PhaseRouterRsAdd,0.900146,1.116067,7.500000,0.129510,74.468548
block_local,scale,2048,2048,2,1.20,PhaseRouterRsAff,0.914062,1.119671,7.000000,0.124891,79.613971
block_local,scale,2048,2048,2,1.20,PhaseRouterRsHyb,0.917725,1.142763,8.500000,0.121088,60.167552
block_local,scale,4096,4096,2,1.20,hash,0.788086,0.705811,4.000000,0.110925,0.272607
block_local,scale,4096,4096,2,1.20,PhaseRouter,0.910034,1.167440,8.500000,0.114178,40.949736
block_local,scale,4096,4096,2,1.20,PhaseRouterRsAdd,0.905518,1.170051,8.500000,0.128826,1001.179127
block_local,scale,4096,4096,2,1.20,PhaseRouterRsAff,0.908569,1.158623,8.500000,0.126974,471.035721
block_local,scale,4096,4096,2,1.20,PhaseRouterRsHyb,0.907593,1.154665,8.000000,0.133273,349.762452
